Employee ID,Full Name,First Name,Middle Name,Last Name,Gender,Date of Birth,National ID,KRA PIN,SHA Number,NSSF Number,Phone Number,Email,Department,Position,Seniority Level,Hire Date,Basic Salary (KES),Bonus (KES),Gross Salary (KES),NSSF Deduction (KES),PAYE (KES),Net Salary (KES),Bank Name,Bank Account No,Leave Days Remaining,Employment Status,Title
EMP-088,Judith Otieno Mwangi,Judith,Otieno,Mwangi,Female,1993-06-17,36976617,A36976617E,SHA2962750929,9648751,0778412668,judith.mwangi69@company.co.ke,Human Resources,Recruitment Officer,Specialist,2023-04-17,62000,4000,66000,2160,11535,52305,Standard Chartered Kenya,3857521327905,33,Active,Ms.
EMP-089,Tabitha Kamau Omondi,Tabitha,Kamau,Omondi,Female,1995-12-20,29585793,A29585793J,SHA3702653209,8962302,0761028283,tabitha.omondi19@company.co.ke,Finance,CFO,Senior Leader,2016-11-29,163000,19000,182000,2160,46335,133505,Stanbic Bank Kenya,5005390440711,47,Active,Mrs.
EMP-090,Dennis Gitau Waweru,Dennis,Gitau,Waweru,Male,1997-03-17,24051935,A24051935P,SHA5945359606,4420734,0737828932,dennis.waweru72@company.co.ke,Engineering,Senior Software Engineer,Mid-level,2023-02-27,82000,6000,88000,2160,18135,67705,DTB Bank,9297535455954,62,Active,Mr.
EMP-091,Judith Kinuthia Barasa,Judith,Kinuthia,Barasa,Female,1997-04-23,21486588,A21486588V,SHA7641192909,5435261,0775632882,judith.barasa41@company.co.ke,Legal,Senior Counsel,Manager,2018-05-04,125000,4000,129000,2160,30435,96405,Family Bank,5905911443664,54,Active,Ms.
EMP-092,Esther Gitau Kuria,Esther,Gitau,Kuria,Female,1981-04-27,35939734,A35939734B,SHA4455798713,5872986,0782286705,esther.kuria35@company.co.ke,ICT,IT Manager,Manager,2023-05-20,118000,9000,127000,2160,29835,95005,Absa Bank Kenya,7090603054563,27,Active,Mrs.
EMP-093,Winnie Kariuki Njeru,Winnie,Kariuki,Njeru,Female,1992-03-14,27818795,A27818795P,SHA2000025413,2681042,0797629787,winnie.njeru61@company.co.ke,Sales,Sales Representative,Junior,2016-07-17,38000,1000,39000,2160,3435,33405,Standard Chartered Kenya,9309547779865,63,Active,Ms.
EMP-094,Collins Gichuru Wekesa,Collins,Gichuru,Wekesa,Male,1975-05-19,13001803,A13001803F,SHA4957687327,8010946,0790904160,collins.wekesa14@company.co.ke,Engineering,DevOps Engineer,Manager,2018-03-31,137000,16000,153000,2160,37635,113205,KCB Bank,4279187704491,62,Active,Mr.
EMP-095,Esther Juma Musau,Esther,Juma,Musau,Female,1998-06-26,25704171,A25704171L,SHA2171826349,2889899,0749597485,esther.musau73@company.co.ke,Human Resources,HR Manager,Manager,2017-02-01,131000,4000,135000,2160,32235,100605,Co-operative Bank,9073383682374,63,Active,Mrs.
EMP-096,Paul Kinyanjui Bett,Paul,Kinyanjui,Bett,Male,1999-05-11,12910436,A12910436R,SHA1409675904,3359075,0750526484,paul.bett75@company.co.ke,ICT,Network Engineer,Mid-level,2017-08-22,55000,1000,56000,2160,8535,45305,Standard Chartered Kenya,5367706112182,49,Active,Mr.
EMP-097,Alex Mugo Muthama,Alex,Mugo,Muthama,Male,1994-04-08,13966967,A13966967N,SHA7293823553,3679603,0727927298,alex.muthama62@company.co.ke,Sales,Sales Representative,Junior,2018-04-23,38000,1000,39000,2160,3435,33405,DTB Bank,6470799809944,52,Active,Mr.
EMP-098,Vivian Omondi Ndungu,Vivian,Omondi,Ndungu,Female,1993-09-05,29992215,A29992215S,SHA9941564880,8495187,0732083803,vivian.ndungu42@company.co.ke,Sales,Sales Executive,Specialist,2020-09-01,51000,3000,54000,2160,7935,43905,Standard Chartered Kenya,2973813075084,57,Active,Ms.
EMP-099,Joy Ndungu Makau,Joy,Ndungu,Makau,Female,2000-05-24,24947918,A24947918E,SHA4473306055,8607331,0712921981,joy.makau51@company.co.ke,Finance,Finance Manager,Manager,2020-03-08,126000,1000,127000,2160,29835,95005,DTB Bank,9037668045774,42,Active,Mrs.
EMP-100,George Odhiambo Mwangi,George,Odhiambo,Mwangi,Male,1988-06-13,12139427,A12139427B,SHA4840638976,8920040,0770201634,george.mwangi49@company.co.ke,ICT,IT Support,Junior,2023-03-07,39000,1000,40000,2160,3735,34105,Absa Bank Kenya,4167146967274,43,Active,Mr.
EMP-101,Bernard Gitau Musyoka,Bernard,Gitau,Musyoka,Male,1981-12-25,14273059,A14273059T,SHA6576426590,8115687,0725145751,bernard.musyoka5@company.co.ke,Customer Service,Senior Customer Rep,Mid-level,2016-09-27,62000,2000,64000,2160,10935,50905,I&M Bank,5040805564411,55,Active,Mr.
EMP-102,Stella Kamau Njenga,Stella,Kamau,Njenga,Female,1979-09-10,11126632,A11126632Z,SHA4746123831,5105957,0741428626,stella.njenga94@company.co.ke,Finance,Accountant,Junior,2023-06-17,42000,1000,43000,2160,4635,36205,KCB Bank,8719783947424,41,Active,Ms.
EMP-103,Sharon Waweru Koskei,Sharon,Waweru,Koskei,Female,1987-09-11,20083138,A20083138W,SHA2181777110,3938247,0765878146,sharon.koskei53@company.co.ke,Customer Service,Customer Rep,Junior,2022-03-20,36000,2000,38000,2160,3135,32705,I&M Bank,9721170971317,42,Active,Ms.
EMP-104,Aisha Mohamed Ndungu,Aisha,Mohamed,Ndungu,Female,1995-02-15,33742337,A33742337P,SHA9837427517,7923579,0759805178,aisha.ndungu12@company.co.ke,Sales,Sales Representative,Junior,2017-04-12,47000,1000,48000,2160,6135,39705,DTB Bank,3360213343014,53,Active,Ms.
EMP-105,Eric Wairimu Ogolla,Eric,Wairimu,Ogolla,Male,1998-02-24,39313838,A39313838R,SHA1312606333,4640933,0774279671,eric.ogolla32@company.co.ke,Procurement,Senior Procurement Officer,Mid-level,2017-05-17,85000,6000,91000,2160,19035,69805,NCBA Bank,6331484485157,57,Active,Mr.
EMP-106,Kelvin Musyoka Macharia,Kelvin,Musyoka,Macharia,Male,1999-06-07,22772888,A22772888J,SHA8081204252,6174467,0759755172,kelvin.macharia41@company.co.ke,Marketing,Digital Marketer,Specialist,2023-02-07,53000,3000,56000,2160,8535,45305,Standard Chartered Kenya,9196933390476,48,Active,Mr.
EMP-107,John Kamau Mugo,John,Kamau,Mugo,Male,1992-11-22,29432811,A29432811E,SHA8387395021,5952504,0755307111,john.mugo33@company.co.ke,Customer Service,Customer Service Manager,Manager,2017-10-03,114000,8000,122000,2160,28335,91505,NCBA Bank,5047275953453,48,Active,Mr.
EMP-108,Fatuma Abdi Nyambura,Fatuma,Abdi,Nyambura,Female,1999-01-14,34169711,A34169711T,SHA7642365889,4087809,0728453800,fatuma.nyambura81@company.co.ke,Marketing,Marketing Officer,Junior,2022-06-30,37000,2000,39000,2160,3435,33405,KCB Bank,1594955810989,62,Active,Ms.
EMP-109,Brian Ndungu Gitahi,Brian,Ndungu,Gitahi,Male,1984-01-17,30731110,A30731110A,SHA9215204939,9184838,0767790557,brian.gitahi23@company.co.ke,Legal,Compliance Officer,Mid-level,2018-01-30,55000,2000,57000,2160,8835,46005,KCB Bank,1207925115648,46,Active,Mr.
EMP-110,John Musyoka Waweru,John,Musyoka,Waweru,Male,1984-11-27,37354055,A37354055C,SHA6817280229,7658817,0720820219,john.waweru84@company.co.ke,Procurement,Senior Procurement Officer,Mid-level,2022-10-26,69000,3000,72000,2160,13335,56505,Standard Chartered Kenya,8146650765908,56,Probation,Mr.
EMP-111,Joseph Kinyanjui Ogolla,Joseph,Kinyanjui,Ogolla,Male,1991-01-08,11882904,A11882904C,SHA3734812163,3875339,0738375916,joseph.ogolla89@company.co.ke,ICT,Network Engineer,Mid-level,2021-05-06,75000,5000,80000,2160,15735,62105,Family Bank,8635787548811,60,Active,Mr.
EMP-112,Caroline Otieno Njoroge,Caroline,Otieno,Njoroge,Female,1982-10-27,11104000,A11104000G,SHA8947526020,1262699,0762231715,caroline.njoroge87@company.co.ke,Customer Service,Senior Customer Rep,Mid-level,2016-10-27,84000,1000,85000,2160,17235,65605,Stanbic Bank Kenya,8008617408691,45,Active,Mrs.
EMP-113,Lilian Kiprotich Ruto,Lilian,Kiprotich,Ruto,Female,1990-04-12,21605119,A21605119H,SHA1230624431,8333124,0784227466,lilian.ruto49@company.co.ke,Customer Service,Team Lead,Specialist,2023-10-15,50000,2000,52000,2160,7335,42505,Equity Bank,6741398700521,28,Active,Ms.
EMP-114,Mercy Nyambura Koech,Mercy,Nyambura,Koech,Female,1977-03-14,15174796,A15174796D,SHA6968380957,7051545,0770242778,mercy.koech72@company.co.ke,Finance,Accountant,Junior,2016-02-23,46000,2000,48000,2160,6135,39705,Equity Bank,8822459444664,59,Active,Ms.
EMP-115,Joy Kamau Kariuki,Joy,Kamau,Kariuki,Female,1993-09-06,30067019,A30067019A,SHA8664105957,7463219,0761100987,joy.kariuki22@company.co.ke,Customer Service,Customer Rep,Junior,2021-04-10,37000,1000,38000,2160,3135,32705,Absa Bank Kenya,7822185366755,56,Active,Mrs.
EMP-116,Caroline Abdi Akinyi,Caroline,Abdi,Akinyi,Female,1981-08-04,24129849,A24129849M,SHA6582393412,2290526,0728185096,caroline.akinyi39@company.co.ke,Human Resources,HR Specialist,Mid-level,2021-08-29,78000,4000,82000,2160,16335,63505,Absa Bank Kenya,5341972372837,44,Active,Ms.
EMP-117,Beatrice Kinuthia Koech,Beatrice,Kinuthia,Koech,Female,1984-12-23,37362816,A37362816L,SHA3552898167,6040467,0794946730,beatrice.koech63@company.co.ke,Legal,Legal Officer,Junior,2019-06-20,45000,0,45000,2160,5235,37605,Stanbic Bank Kenya,9427588485323,53,Probation,Mrs.
EMP-118,Leonard Kinuthia Kinuthia,Leonard,Kinuthia,Kinuthia,Male,1982-05-22,28919683,A28919683Q,SHA8418324922,4517316,0730688754,leonard.kinuthia92@company.co.ke,ICT,Network Engineer,Mid-level,2022-02-07,76000,3000,79000,2160,15435,61405,Absa Bank Kenya,8197484915762,54,Active,Mr.
EMP-119,Mercy Barasa Muriuki,Mercy,Barasa,Muriuki,Female,1996-11-13,26999099,A26999099D,SHA9454334062,2425760,0754506155,mercy.muriuki56@company.co.ke,Procurement,Senior Procurement Officer,Mid-level,2021-04-25,75000,4000,79000,2160,15435,61405,NCBA Bank,3926397479853,43,Active,Mrs.
EMP-120,Alex Mutua Gitahi,Alex,Mutua,Gitahi,Male,1978-05-14,33074188,A33074188M,SHA3470617247,8478923,0721523236,alex.gitahi15@company.co.ke,Customer Service,Senior Customer Rep,Mid-level,2015-04-11,59000,2000,61000,2160,10035,48805,I&M Bank,9803353395148,48,Active,Mr.
EMP-121,Bernard Waweru Juma,Bernard,Waweru,Juma,Male,1975-06-21,27485712,A27485712D,SHA7369118672,8988681,0724678410,bernard.juma87@company.co.ke,Legal,Legal Counsel,Specialist,2024-02-01,52000,1000,53000,2160,7635,43205,Family Bank,6611170534487,39,Active,Mr.
EMP-122,Paul Omondi Mutua,Paul,Omondi,Mutua,Male,1997-04-07,25503964,A25503964N,SHA1792214339,8250013,0747358810,paul.mutua97@company.co.ke,Marketing,Content Creator,Mid-level,2019-05-12,69000,3000,72000,2160,13335,56505,KCB Bank,4474126449532,63,Active,Mr.
EMP-123,Daniel Mohamed Musyoka,Daniel,Mohamed,Musyoka,Male,1986-08-20,25352844,A25352844S,SHA5784400161,9212178,0733156250,daniel.musyoka87@company.co.ke,Marketing,Marketing Officer,Junior,2016-04-12,54000,1000,55000,2160,8235,44605,Standard Chartered Kenya,7835856938123,52,Active,Mr.
EMP-124,Nduta Njoroge Mwenda,Nduta,Njoroge,Mwenda,Female,1988-03-16,20246852,A20246852Y,SHA1502291736,7263036,0795295586,nduta.mwenda69@company.co.ke,Marketing,Marketing Officer,Junior,2021-06-12,48000,1000,49000,2160,6435,40405,Co-operative Bank,7835486944033,51,Active,Ms.
EMP-125,Peter Abdi Wekesa,Peter,Abdi,Wekesa,Male,1990-03-03,38252335,A38252335G,SHA5336127859,3290672,0785886408,peter.wekesa4@company.co.ke,Human Resources,HR Officer,Junior,2024-06-02,50000,1000,51000,2160,7035,41805,I&M Bank,8196196100126,7,Active,Mr.
EMP-126,Collins Otieno Kinuthia,Collins,Otieno,Kinuthia,Male,1999-01-25,15644156,A15644156T,SHA8648220906,9309978,0769239219,collins.kinuthia70@company.co.ke,Sales,Senior Sales Rep,Mid-level,2019-02-11,79000,3000,82000,2160,16335,63505,DTB Bank,5712069637540,46,Active,Mr.
EMP-127,Joy Musyoka Simiyu,Joy,Musyoka,Simiyu,Female,1979-04-27,38930618,A38930618D,SHA4507822591,8366370,0737775381,joy.simiyu8@company.co.ke,Legal,Legal Officer,Junior,2016-11-10,54000,2000,56000,2160,8535,45305,NCBA Bank,7170532843276,44,Active,Ms.
EMP-128,Stella Mohamed Mutua,Stella,Mohamed,Mutua,Female,1982-03-23,18970544,A18970544P,SHA4501175349,3274804,0753231088,stella.mutua32@company.co.ke,Operations,Operations Officer,Junior,2024-09-17,55000,0,55000,2160,8235,44605,KCB Bank,5879050576845,17,Active,Mrs.
EMP-129,Tabitha Chebet Kuria,Tabitha,Chebet,Kuria,Female,1975-12-03,12533905,A12533905Z,SHA5694806361,9650558,0771532017,tabitha.kuria82@company.co.ke,ICT,Network Engineer,Mid-level,2018-09-02,69000,5000,74000,2160,13935,57905,Absa Bank Kenya,7493463633627,45,Active,Mrs.
EMP-130,Wangari Odhiambo Ruto,Wangari,Odhiambo,Ruto,Female,1996-01-02,37677294,A37677294L,SHA6204862411,5505300,0723364695,wangari.ruto81@company.co.ke,Sales,Head of Sales,Senior Leader,2023-11-03,294000,50000,344000,2160,94935,246905,Absa Bank Kenya,3295994742166,32,Active,Mrs.
EMP-131,Faith Gitau Lagat,Faith,Gitau,Lagat,Female,1980-01-13,24354562,A24354562J,SHA8086684009,3667199,0793967184,faith.lagat40@company.co.ke,Legal,Compliance Officer,Mid-level,2022-06-14,63000,0,63000,2160,10635,50205,Equity Bank,7342183162808,43,Active,Ms.
EMP-132,Elijah Njoroge Makau,Elijah,Njoroge,Makau,Male,1997-03-16,25998978,A25998978S,SHA1334744286,4794852,0719506414,elijah.makau30@company.co.ke,Finance,Accountant,Junior,2024-08-24,45000,2000,47000,2160,5835,39005,Family Bank,1141773807907,8,Active,Mr.
EMP-133,Daniel Gichuru Omondi,Daniel,Gichuru,Omondi,Male,1998-04-21,35953027,A35953027C,SHA4755937285,3396676,0730317091,daniel.omondi53@company.co.ke,Operations,Operations Officer,Junior,2019-12-08,54000,2000,56000,2160,8535,45305,DTB Bank,1148448205413,52,Active,Mr.
EMP-134,Wangari Ndungu Kariuki,Wangari,Ndungu,Kariuki,Female,1992-10-20,29782817,A29782817P,SHA8430332727,6897789,0791549765,wangari.kariuki37@company.co.ke,Human Resources,Recruitment Officer,Specialist,2015-12-12,57000,1000,58000,2160,9135,46705,Standard Chartered Kenya,3460118941699,56,Active,Ms.
EMP-135,Edwin Ndungu Ngugi,Edwin,Ndungu,Ngugi,Male,1991-01-12,35093468,A35093468H,SHA6977525103,1915518,0752476240,edwin.ngugi17@company.co.ke,Procurement,Senior Procurement Officer,Mid-level,2021-08-29,62000,2000,64000,2160,10935,50905,Family Bank,2981637289394,61,Active,Mr.
EMP-136,Doris Mohamed Mwenda,Doris,Mohamed,Mwenda,Female,1984-11-23,35849228,A35849228A,SHA1313497572,2133008,0777249653,doris.mwenda99@company.co.ke,Legal,Head of Legal,Senior Leader,2019-06-19,165000,31000,196000,2160,50535,143305,Absa Bank Kenya,1701006278136,47,Active,Ms.
EMP-137,Mercy Mohamed Mbugua,Mercy,Mohamed,Mbugua,Female,1976-04-03,12651523,A12651523L,SHA4470591645,9999133,0768315400,mercy.mbugua15@company.co.ke,Operations,Operations Officer,Junior,2023-03-09,44000,2000,46000,2160,5535,38305,I&M Bank,2162403497782,56,Active,Ms.
EMP-138,Edwin Adhiambo Kiprotich,Edwin,Adhiambo,Kiprotich,Male,1998-02-25,33538421,A33538421M,SHA1048750473,9328426,0713940129,edwin.kiprotich43@company.co.ke,Engineering,QA Engineer,Specialist,2023-10-05,61000,1000,62000,2160,10335,49505,DTB Bank,3934576120409,34,Active,Mr.
EMP-139,Judith Odhiambo Mugo,Judith,Odhiambo,Mugo,Female,1975-04-02,22083752,A22083752M,SHA5533076460,3799805,0773319171,judith.mugo47@company.co.ke,Legal,Compliance Officer,Mid-level,2015-01-11,62000,4000,66000,2160,11535,52305,Co-operative Bank,3030328873203,62,Active,Ms.
EMP-140,Paul Otieno Macharia,Paul,Otieno,Macharia,Male,1982-09-02,18330330,A18330330C,SHA8388580360,5550953,0763811222,paul.macharia9@company.co.ke,ICT,IT Support,Junior,2015-08-04,51000,2000,53000,2160,7635,43205,Stanbic Bank Kenya,3101840206629,58,Active,Mr.
EMP-141,Zawadi Waweru Barasa,Zawadi,Waweru,Barasa,Female,1998-09-25,22378879,A22378879Z,SHA6156843353,6098752,0742900372,zawadi.barasa20@company.co.ke,Customer Service,Senior Customer Rep,Mid-level,2020-07-13,66000,3000,69000,2160,12435,54405,Stanbic Bank Kenya,9161479752733,57,Active,Ms.
EMP-142,Faith Mutua Mbugua,Faith,Mutua,Mbugua,Female,1977-01-08,10049057,A10049057S,SHA2320748157,4442590,0779760901,faith.mbugua53@company.co.ke,Engineering,Engineering Manager,Senior Leader,2016-08-06,165000,32000,197000,2160,50835,144005,NCBA Bank,9656162196737,55,Active,Mrs.
EMP-143,Irene Njoroge Gacheru,Irene,Njoroge,Gacheru,Female,1997-12-11,37513389,A37513389P,SHA2693725910,2044933,0752688984,irene.gacheru58@company.co.ke,Customer Service,Customer Rep,Junior,2023-12-25,43000,2000,45000,2160,5235,37605,Co-operative Bank,6129207878282,30,Active,Ms.
EMP-144,Michael Kiprotich Limo,Michael,Kiprotich,Limo,Male,1977-03-26,13545285,A13545285L,SHA6000952470,8819107,0750831043,michael.limo91@company.co.ke,Procurement,Procurement Officer,Junior,2017-12-21,49000,1000,50000,2160,6735,41105,I&M Bank,4654030772744,60,Active,Mr.
EMP-145,George Gichuru Akinyi,George,Gichuru,Akinyi,Male,1978-01-02,21936746,A21936746J,SHA9800175892,6013715,0739835008,george.akinyi17@company.co.ke,Finance,Finance Analyst,Specialist,2023-11-26,64000,0,64000,2160,10935,50905,Co-operative Bank,2663225452446,38,Active,Mr.
EMP-146,Doris Njoroge Gacheru,Doris,Njoroge,Gacheru,Female,1998-07-16,12163322,A12163322C,SHA8069459895,3160763,0713957046,doris.gacheru49@company.co.ke,Finance,Accountant,Junior,2021-06-08,49000,0,49000,2160,6435,40405,Standard Chartered Kenya,1747850561810,50,Active,Mrs.
EMP-147,Bernard Ndungu Musyoka,Bernard,Ndungu,Musyoka,Male,1987-03-14,39642783,A39642783W,SHA1638367047,5123584,0736770773,bernard.musyoka83@company.co.ke,Operations,Operations Officer,Junior,2015-12-26,52000,1000,53000,2160,7635,43205,Absa Bank Kenya,8247752551511,55,Active,Mr.
EMP-148,Kevin Kinuthia Ruto,Kevin,Kinuthia,Ruto,Male,2000-05-02,36220611,A36220611L,SHA7376649850,9428760,0773308406,kevin.ruto68@company.co.ke,Marketing,Content Creator,Mid-level,2017-06-16,55000,1000,56000,2160,8535,45305,I&M Bank,4162257442302,63,Active,Mr.
EMP-149,Peter Kariuki Njenga,Peter,Kariuki,Njenga,Male,1993-01-23,37389984,A37389984U,SHA4165649201,4681115,0757201978,peter.njenga73@company.co.ke,Sales,Sales Representative,Junior,2018-07-26,40000,0,40000,2160,3735,34105,I&M Bank,4057351943586,52,Active,Mr.
EMP-150,Felix Mohamed Simiyu,Felix,Mohamed,Simiyu,Male,1985-12-06,13028535,A13028535A,SHA1241239647,4671004,0753431355,felix.simiyu8@company.co.ke,Human Resources,HR Specialist,Mid-level,2017-04-05,65000,5000,70000,2160,12735,55105,DTB Bank,1010642881666,59,Active,Mr.
EMP-151,David Ali Ngetich,David,Ali,Ngetich,Male,1990-11-11,22535626,A22535626L,SHA8138835028,2695038,0733381086,david.ngetich91@company.co.ke,Marketing,Head of Marketing,Senior Leader,2019-11-25,190000,28000,218000,2160,57135,158705,Absa Bank Kenya,3397977321395,43,Probation,Mr.
EMP-152,Sharon Adhiambo Ogolla,Sharon,Adhiambo,Ogolla,Female,1985-12-03,34455508,A34455508F,SHA7755273988,1543292,0741943272,sharon.ogolla45@company.co.ke,Operations,Operations Officer,Junior,2020-07-25,55000,2000,57000,2160,8835,46005,Stanbic Bank Kenya,4885276297646,59,Probation,Mrs.
EMP-153,Joseph Kimani Muthoni,Joseph,Kimani,Muthoni,Male,1980-07-16,18373201,A18373201J,SHA3977168607,6880098,0760829941,joseph.muthoni45@company.co.ke,Engineering,Software Engineer,Junior,2023-03-20,36000,1000,37000,2160,2835,32005,Equity Bank,1024568989291,50,Active,Mr.
EMP-154,Emmanuel Mutua Mutua,Emmanuel,Mutua,Mutua,Male,1980-12-03,38379079,A38379079L,SHA5438474114,1336852,0783423305,emmanuel.mutua12@company.co.ke,Legal,Legal Officer,Junior,2024-12-15,37000,1000,38000,2160,3135,32705,Absa Bank Kenya,2842333360416,9,Active,Mr.
EMP-155,Rehema Kamau Adhiambo,Rehema,Kamau,Adhiambo,Female,1976-07-19,15271528,A15271528G,SHA1230020161,6554845,0783774469,rehema.adhiambo63@company.co.ke,Procurement,Head of Procurement,Manager,2017-08-30,132000,4000,136000,2160,32535,101305,NCBA Bank,5666654304517,60,Active,Ms.
EMP-156,Faith Simiyu Kariuki,Faith,Simiyu,Kariuki,Female,1990-08-22,13254340,A13254340W,SHA1110533960,3866088,0745568288,faith.kariuki12@company.co.ke,Procurement,Senior Procurement Officer,Mid-level,2018-06-17,70000,5000,75000,2160,14235,58605,Absa Bank Kenya,2443010475011,51,Active,Mrs.
EMP-157,Aisha Mugo Koskei,Aisha,Mugo,Koskei,Female,1978-02-22,11497095,A11497095J,SHA6425814872,8802377,0756142898,aisha.koskei70@company.co.ke,Marketing,Marketing Officer,Junior,2023-06-09,53000,0,53000,2160,7635,43205,NCBA Bank,5728059251487,21,Active,Mrs.
EMP-158,Eric Kinuthia Bett,Eric,Kinuthia,Bett,Male,1993-09-26,27968881,A27968881R,SHA9316609031,4953417,0786703472,eric.bett87@company.co.ke,Customer Service,Senior Customer Rep,Mid-level,2015-05-23,83000,6000,89000,2160,18435,68405,Absa Bank Kenya,7945301226997,47,Probation,Mr.
EMP-159,David Barasa Musyoka,David,Barasa,Musyoka,Male,1998-02-03,37127440,A37127440P,SHA1827752234,1715982,0762089786,david.musyoka72@company.co.ke,Human Resources,Head of HR,Senior Leader,2017-11-22,187000,31000,218000,2160,57135,158705,Equity Bank,4553807953546,53,Active,Mr.
EMP-160,Wangari Wairimu Ngugi,Wangari,Wairimu,Ngugi,Female,1992-06-14,30906354,A30906354P,SHA8652281649,2887752,0745451818,wangari.ngugi50@company.co.ke,Engineering,QA Engineer,Specialist,2016-02-18,53000,2000,55000,2160,8235,44605,Co-operative Bank,2764972357314,54,Active,Mrs.
EMP-161,Grace Adhiambo Kinuthia,Grace,Adhiambo,Kinuthia,Female,1975-06-27,32844288,A32844288N,SHA8274219704,1650662,0750675347,grace.kinuthia40@company.co.ke,Human Resources,HR Specialist,Mid-level,2018-01-05,56000,3000,59000,2160,9435,47405,Standard Chartered Kenya,5181968913016,52,Active,Mrs.
EMP-162,Wangari Kariuki Ngetich,Wangari,Kariuki,Ngetich,Female,1998-08-25,34955224,A34955224Z,SHA8841851495,5520117,0779323646,wangari.ngetich48@company.co.ke,Human Resources,HR Officer,Junior,2024-03-28,49000,1000,50000,2160,6735,41105,I&M Bank,4303213334747,29,Active,Ms.
EMP-163,Samuel Waweru Makau,Samuel,Waweru,Makau,Male,1983-06-27,36189785,A36189785G,SHA1124331395,4234033,0772306347,samuel.makau65@company.co.ke,Customer Service,Senior Customer Rep,Mid-level,2019-01-16,69000,0,69000,2160,12435,54405,KCB Bank,1580892137492,57,Active,Mr.
EMP-164,Kevin Musyoka Omondi,Kevin,Musyoka,Omondi,Male,1993-04-28,15958719,A15958719F,SHA7662927609,6775539,0739709238,kevin.omondi83@company.co.ke,Legal,Compliance Officer,Mid-level,2015-07-23,64000,0,64000,2160,10935,50905,Absa Bank Kenya,2592096490070,58,Active,Mr.
EMP-165,Victor Wekesa Gitahi,Victor,Wekesa,Gitahi,Male,1983-07-13,35755466,A35755466E,SHA3930025537,8954031,0756802956,victor.gitahi59@company.co.ke,Engineering,DevOps Engineer,Manager,2018-06-05,106000,8000,114000,2160,25935,85905,Co-operative Bank,4934226394586,43,Active,Mr.
EMP-166,Esther Ali Bett,Esther,Ali,Bett,Female,1983-05-21,27163552,A27163552K,SHA8900070153,5742531,0797438349,esther.bett39@company.co.ke,Procurement,Procurement Officer,Junior,2022-03-08,45000,2000,47000,2160,5835,39005,Equity Bank,2123055515038,53,Active,Mrs.
EMP-167,Eric Kinyanjui Kivuva,Eric,Kinyanjui,Kivuva,Male,1997-10-27,34202248,A34202248K,SHA9699264134,9344531,0735489981,eric.kivuva44@company.co.ke,Marketing,Digital Marketer,Specialist,2015-05-25,62000,2000,64000,2160,10935,50905,Absa Bank Kenya,8365469100854,45,Active,Mr.
EMP-168,Emmanuel Njenga Gitahi,Emmanuel,Njenga,Gitahi,Male,1988-06-12,38207153,A38207153D,SHA3397657114,5928878,0744971668,emmanuel.gitahi75@company.co.ke,Operations,Operations Manager,Manager,2024-10-09,112000,3000,115000,2160,26235,86605,Family Bank,4908803779182,12,Active,Mr.
EMP-169,Emmanuel Mwangi Ngetich,Emmanuel,Mwangi,Ngetich,Male,1981-06-14,30825715,A30825715S,SHA5600836559,4263903,0786424055,emmanuel.ngetich59@company.co.ke,Procurement,Senior Procurement Officer,Mid-level,2016-09-09,56000,4000,60000,2160,9735,48105,Equity Bank,8268366093032,59,Active,Mr.
EMP-170,Joseph Abdi Juma,Joseph,Abdi,Juma,Male,1988-07-14,11946613,A11946613G,SHA5315211627,5589036,0774075580,joseph.juma50@company.co.ke,Human Resources,HR Officer,Junior,2019-11-12,37000,0,37000,2160,2835,32005,Co-operative Bank,9612089902133,43,Active,Mr.
EMP-171,Raymond Wanjiku Barasa,Raymond,Wanjiku,Barasa,Male,1980-02-27,32707899,A32707899H,SHA9607646309,5174559,0716136213,raymond.barasa39@company.co.ke,Customer Service,Customer Rep,Junior,2021-08-08,38000,1000,39000,2160,3435,33405,Standard Chartered Kenya,3269083158341,54,On Leave,Mr.
EMP-172,Fatuma Ali Muriuki,Fatuma,Ali,Muriuki,Female,1998-01-19,14489228,A14489228G,SHA9166381136,7027229,0777730769,fatuma.muriuki22@company.co.ke,ICT,IT Manager,Manager,2016-06-21,104000,3000,107000,2160,23835,81005,Co-operative Bank,1336740003028,57,Active,Mrs.
EMP-173,Geoffrey Muthoni Limo,Geoffrey,Muthoni,Limo,Male,1990-12-05,29928784,A29928784W,SHA5272119095,2813842,0737581060,geoffrey.limo89@company.co.ke,Customer Service,Senior Customer Rep,Mid-level,2021-02-19,69000,2000,71000,2160,13035,55805,KCB Bank,8332006487806,55,Active,Mr.
EMP-174,Edwin Wekesa Kivuva,Edwin,Wekesa,Kivuva,Male,1994-04-25,19058929,A19058929D,SHA4009596757,8026730,0745298445,edwin.kivuva67@company.co.ke,Finance,Finance Analyst,Specialist,2020-07-31,53000,3000,56000,2160,8535,45305,DTB Bank,5969782827595,57,Probation,Mr.
EMP-175,Rehema Wekesa Wekesa,Rehema,Wekesa,Wekesa,Female,1990-03-03,16969053,A16969053A,SHA7359403225,4934345,0778679929,rehema.wekesa10@company.co.ke,Engineering,Senior Software Engineer,Mid-level,2021-06-09,84000,1000,85000,2160,17235,65605,KCB Bank,2566252738110,42,Active,Ms.
